Res_EigenvalueAc
                              1                         2                         3                         4                         5                         6                         7                         8                         9                        10                        11                        12                        13                        14                        15                        16                        17                        18                        19                        20                        21                        22                        23                        24                        25                        26                        27                        28                        29                        30                        31                        32                        33                        34                        35                        36                        37                        38                        39                        40 
    1 (-2.2761e+01, 2.2761e+04) (-2.2761e+01,-2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01, 1.9955e+04) (-1.9955e+01,-1.9955e+04) (-1.7398e+01, 1.7398e+04) (-1.7398e+01,-1.7398e+04) (-1.4826e+01, 1.4826e+04) (-1.4826e+01,-1.4826e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-8.6785e+00, 8.6785e+03) (-8.6785e+00,-8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00, 3.7474e+03) (-3.7474e+00,-3.7474e+03) (-2.9300e+00, 2.9300e+03) (-2.9300e+00,-2.9300e+03) (-2.2239e+00, 2.2239e+03) (-2.2239e+00,-2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00, 1.1232e+03) (-1.1232e+00,-1.1232e+03) (-7.1719e-01, 7.1719e+02) (-7.1719e-01,-7.1719e+02) (-4.0297e-01, 4.0297e+02) (-4.0297e-01,-4.0297e+02) (-1.7902e-01, 1.7902e+02) (-1.7902e-01,-1.7902e+02) (-4.4751e-02, 4.4751e+01) (-4.4751e-02,-4.4751e+01) 
    8 (-1.9522e+03, 1.3506e+05) (-1.9522e+03,-1.3506e+05) (-2.9784e+02, 9.1023e+04) (-2.9784e+02,-9.1023e+04) (-4.4537e+02, 8.4334e+04) (-4.4537e+02,-8.4334e+04) (-2.2761e+01, 2.2761e+04) (-2.2761e+01,-2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01,-1.9955e+04) (-1.9955e+01, 1.9955e+04) (-1.7398e+01, 1.7398e+04) (-1.7398e+01,-1.7398e+04) (-1.4826e+01,-1.4826e+04) (-1.4826e+01, 1.4826e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-8.6785e+00, 8.6785e+03) (-8.6785e+00,-8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00,-3.7474e+03) (-3.7474e+00, 3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00,-2.2239e+03) (-2.2239e+00, 2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00, 1.1232e+03) (-1.1232e+00,-1.1232e+03) ( 1.3522e-01,-4.4811e+01) ( 1.3522e-01, 4.4811e+01) 
    9 (-1.1160e+03, 1.3159e+05) (-1.1160e+03,-1.3159e+05) (-3.0346e+02, 9.1096e+04) (-3.0346e+02,-9.1096e+04) (-4.2442e+02, 8.4194e+04) (-4.2442e+02,-8.4194e+04) (-2.2761e+01, 2.2761e+04) (-2.2761e+01,-2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01,-1.9955e+04) (-1.9955e+01, 1.9955e+04) (-1.7398e+01, 1.7398e+04) (-1.7398e+01,-1.7398e+04) (-1.4826e+01,-1.4826e+04) (-1.4826e+01, 1.4826e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-8.6785e+00, 8.6785e+03) (-8.6785e+00,-8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00,-3.7474e+03) (-3.7474e+00, 3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00,-2.2239e+03) (-2.2239e+00, 2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00, 1.1232e+03) (-1.1232e+00,-1.1232e+03) ( 4.0675e-01,-4.4420e+01) ( 4.0675e-01, 4.4420e+01) 
   10 (-2.1569e+02, 1.3209e+05) (-2.1569e+02,-1.3209e+05) (-1.7683e+02, 9.0747e+04) (-1.7683e+02,-9.0747e+04) (-5.1978e+02,-8.4734e+04) (-5.1978e+02, 8.4734e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01, 1.9955e+04) (-1.9955e+01,-1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01,-1.4826e+04) (-1.4826e+01, 1.4826e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-8.6785e+00, 8.6785e+03) (-8.6785e+00,-8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00,-3.7474e+03) (-3.7474e+00, 3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00,-2.2239e+03) (-2.2239e+00, 2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00,-1.1232e+03) (-1.1232e+00, 1.1232e+03) ( 2.7793e-01,-4.4341e+01) ( 2.7793e-01, 4.4341e+01) 
   11 (-7.9006e+01, 1.5592e+05) (-7.9006e+01,-1.5592e+05) (-2.2629e+02, 1.3167e+05) (-2.2629e+02,-1.3167e+05) (-1.9915e+02,-8.5098e+04) (-1.9915e+02, 8.5098e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01, 1.9955e+04) (-1.9955e+01,-1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01,-1.4826e+04) (-1.4826e+01, 1.4826e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-8.6785e+00, 8.6785e+03) (-8.6785e+00,-8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00,-3.7474e+03) (-3.7474e+00, 3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00,-2.2239e+03) (-2.2239e+00, 2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00,-1.1232e+03) (-1.1232e+00, 1.1232e+03) ( 4.3404e-01,-4.3560e+01) ( 4.3404e-01, 4.3560e+01) 
   12 (-4.0925e+02, 1.5708e+05) (-4.9784e+02, 8.3996e+04) (-4.9784e+02,-8.3996e+04) (-9.4594e+02, 6.1804e+04) (-9.4594e+02,-6.1804e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01,-2.1973e+04) (-2.1973e+01, 2.1973e+04) (-1.9955e+01,-1.9955e+04) (-1.9955e+01, 1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01, 1.4826e+04) (-1.4826e+01,-1.4826e+04) (-1.2485e+01,-1.2485e+04) (-1.2485e+01, 1.2485e+04) (-1.0439e+01,-1.0439e+04) (-1.0439e+01, 1.0439e+04) (-8.6785e+00,-8.6785e+03) (-8.6785e+00, 8.6785e+03) (-7.1697e+00,-7.1697e+03) (-7.1697e+00, 7.1697e+03) (-5.8819e+00,-5.8819e+03) (-5.8819e+00, 5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00, 3.7474e+03) (-3.7474e+00,-3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00, 2.2239e+03) (-2.2239e+00,-2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00, 1.1232e+03) (-1.1232e+00,-1.1232e+03) (-7.2151e-02,-4.5648e+01) (-7.2151e-02, 4.5648e+01) (-2.7204e+03, 4.1455e-13) 
   13 (-1.4462e+03, 1.3787e+05) (-1.4462e+03,-1.3787e+05) (-6.5244e+02, 1.2937e+05) (-6.5244e+02,-1.2937e+05) (-2.7291e+04,-3.0203e+04) (-2.7291e+04, 3.0203e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01, 1.9955e+04) (-1.9955e+01,-1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01,-1.4826e+04) (-1.4826e+01, 1.4826e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-8.6785e+00, 8.6785e+03) (-8.6785e+00,-8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00,-3.7474e+03) (-3.7474e+00, 3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00,-2.2239e+03) (-2.2239e+00, 2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00,-1.1232e+03) (-1.1232e+00, 1.1232e+03) (-4.9983e-01,-4.3814e+01) (-4.9983e-01, 4.3814e+01) 
   14 (-1.0059e+03, 1.3741e+05) (-1.0059e+03,-1.3741e+05) (-5.0402e+02, 1.2950e+05) (-5.0402e+02,-1.2950e+05) (-6.6480e+02, 7.2860e+04) (-6.6480e+02,-7.2860e+04) (-2.2761e+01, 2.2761e+04) (-2.2761e+01,-2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01,-1.9955e+04) (-1.9955e+01, 1.9955e+04) (-1.7398e+01, 1.7398e+04) (-1.7398e+01,-1.7398e+04) (-1.4826e+01,-1.4826e+04) (-1.4826e+01, 1.4826e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-8.6785e+00, 8.6785e+03) (-8.6785e+00,-8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00,-3.7474e+03) (-3.7474e+00, 3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00,-2.2239e+03) (-2.2239e+00, 2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00, 1.1232e+03) (-1.1232e+00,-1.1232e+03) (-4.6382e-01,-4.4465e+01) (-4.6382e-01, 4.4465e+01) 
   15 (-5.4354e+03, 1.5708e+05) (-8.3256e+02, 1.3256e+05) (-8.3256e+02,-1.3256e+05) (-2.4434e+03, 7.3898e+04) (-2.4434e+03,-7.3898e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01,-2.1973e+04) (-2.1973e+01, 2.1973e+04) (-1.9955e+01,-1.9955e+04) (-1.9955e+01, 1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01, 1.4826e+04) (-1.4826e+01,-1.4826e+04) (-1.2485e+01,-1.2485e+04) (-1.2485e+01, 1.2485e+04) (-1.0439e+01,-1.0439e+04) (-1.0439e+01, 1.0439e+04) (-8.6785e+00,-8.6785e+03) (-8.6785e+00, 8.6785e+03) (-7.1697e+00,-7.1697e+03) (-7.1697e+00, 7.1697e+03) (-5.8819e+00,-5.8819e+03) (-5.8819e+00, 5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00, 3.7474e+03) (-3.7474e+00,-3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00, 2.2239e+03) (-2.2239e+00,-2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00, 1.1232e+03) (-1.1232e+00,-1.1232e+03) (-1.1535e-01, 4.4730e+01) (-1.1535e-01,-4.4730e+01) (-1.3676e+04, 1.4492e-12) 
   16 (-8.2702e+03, 1.5708e+05) (-6.4166e+02, 1.3095e+05) (-6.4166e+02,-1.3095e+05) (-1.0605e+03,-3.2955e+04) (-1.0605e+03, 3.2955e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01,-2.1973e+04) (-2.1973e+01, 2.1973e+04) (-1.9955e+01,-1.9955e+04) (-1.9955e+01, 1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01, 1.4826e+04) (-1.4826e+01,-1.4826e+04) (-1.2485e+01,-1.2485e+04) (-1.2485e+01, 1.2485e+04) (-1.0439e+01,-1.0439e+04) (-1.0439e+01, 1.0439e+04) (-8.6785e+00,-8.6785e+03) (-8.6785e+00, 8.6785e+03) (-7.1697e+00,-7.1697e+03) (-7.1697e+00, 7.1697e+03) (-5.8819e+00,-5.8819e+03) (-5.8819e+00, 5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00, 3.7474e+03) (-3.7474e+00,-3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00, 2.2239e+03) (-2.2239e+00,-2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00, 1.1232e+03) (-1.1232e+00,-1.1232e+03) (-4.5845e-01, 4.4969e+01) (-4.5845e-01,-4.4969e+01) (-1.1263e+05,-1.4722e-11) 
   17 (-7.8926e+02, 1.3799e+05) (-7.8926e+02,-1.3799e+05) (-8.7636e+03, 1.1752e+05) (-8.7636e+03,-1.1752e+05) (-5.8107e+02,-3.3374e+04) (-5.8107e+02, 3.3374e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01, 1.9955e+04) (-1.9955e+01,-1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01,-1.4826e+04) (-1.4826e+01, 1.4826e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-8.6785e+00, 8.6785e+03) (-8.6785e+00,-8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00,-3.7474e+03) (-3.7474e+00, 3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00,-2.2239e+03) (-2.2239e+00, 2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00,-1.1232e+03) (-1.1232e+00, 1.1232e+03) (-6.8506e-01,-4.5772e+01) (-6.8506e-01, 4.5772e+01) 
   18 (-7.2414e+02, 1.3789e+05) (-7.2414e+02,-1.3789e+05) (-7.6921e+02, 1.2794e+05) (-7.6921e+02,-1.2794e+05) (-4.5930e+03,-6.3123e+04) (-4.5930e+03, 6.3123e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01, 1.9955e+04) (-1.9955e+01,-1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01,-1.4826e+04) (-1.4826e+01, 1.4826e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-8.6785e+00, 8.6785e+03) (-8.6785e+00,-8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00,-3.7474e+03) (-3.7474e+00, 3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00,-2.2239e+03) (-2.2239e+00, 2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00,-1.1232e+03) (-1.1232e+00, 1.1232e+03) (-1.7399e-01,-4.3331e+01) (-1.7399e-01, 4.3331e+01) 
   19 (-5.4466e+02, 9.7351e+04) (-5.4466e+02,-9.7351e+04) (-2.6374e+03, 4.2319e+04) (-2.6374e+03,-4.2319e+04) (-1.3433e+03,-3.3081e+04) (-1.3433e+03, 3.3081e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01, 1.9955e+04) (-1.9955e+01,-1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01,-1.4826e+04) (-1.4826e+01, 1.4826e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-8.6785e+00, 8.6785e+03) (-8.6785e+00,-8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00,-3.7474e+03) (-3.7474e+00, 3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00,-2.2239e+03) (-2.2239e+00, 2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00,-1.1232e+03) (-1.1232e+00, 1.1232e+03) ( 7.6062e-02,-4.4329e+01) ( 7.6062e-02, 4.4329e+01) 
   20 (-4.0731e+02, 1.5410e+05) (-4.0731e+02,-1.5410e+05) (-6.6516e+02, 9.7224e+04) (-6.6516e+02,-9.7224e+04) (-2.2552e+03,-3.7387e+04) (-2.2552e+03, 3.7387e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01, 1.9955e+04) (-1.9955e+01,-1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01,-1.4826e+04) (-1.4826e+01, 1.4826e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-8.6785e+00, 8.6785e+03) (-8.6785e+00,-8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00,-3.7474e+03) (-3.7474e+00, 3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00,-2.2239e+03) (-2.2239e+00, 2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00,-1.1232e+03) (-1.1232e+00, 1.1232e+03) ( 4.4181e-01,-4.5260e+01) ( 4.4181e-01, 4.5260e+01) 
   21 (-1.4210e+03, 1.5428e+05) (-1.4210e+03,-1.5428e+05) (-6.9551e+02, 9.7725e+04) (-6.9551e+02,-9.7725e+04) (-2.7366e+02,-5.4568e+04) (-2.7366e+02, 5.4568e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01, 1.9955e+04) (-1.9955e+01,-1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01,-1.4826e+04) (-1.4826e+01, 1.4826e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-8.6785e+00, 8.6785e+03) (-8.6785e+00,-8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00,-3.7474e+03) (-3.7474e+00, 3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00,-2.2239e+03) (-2.2239e+00, 2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00,-1.1232e+03) (-1.1232e+00, 1.1232e+03) (-7.3804e-01,-4.4204e+01) (-7.3804e-01, 4.4204e+01) 
   22 (-8.9146e+02, 1.5418e+05) (-8.9146e+02,-1.5418e+05) (-5.0447e+02, 9.7258e+04) (-5.0447e+02,-9.7258e+04) (-3.1165e+02,-5.4307e+04) (-3.1165e+02, 5.4307e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01, 1.9955e+04) (-1.9955e+01,-1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01,-1.4826e+04) (-1.4826e+01, 1.4826e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-8.6785e+00, 8.6785e+03) (-8.6785e+00,-8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00,-3.7474e+03) (-3.7474e+00, 3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00,-2.2239e+03) (-2.2239e+00, 2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00,-1.1232e+03) (-1.1232e+00, 1.1232e+03) (-1.1202e-01,-4.4760e+01) (-1.1202e-01, 4.4760e+01) 
   23 (-1.0018e+03, 1.5422e+05) (-1.0018e+03,-1.5422e+05) (-8.2154e+02, 9.7857e+04) (-8.2154e+02,-9.7857e+04) (-2.4506e+02,-5.4682e+04) (-2.4506e+02, 5.4682e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01, 1.9955e+04) (-1.9955e+01,-1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01,-1.4826e+04) (-1.4826e+01, 1.4826e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-8.6785e+00, 8.6785e+03) (-8.6785e+00,-8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00,-3.7474e+03) (-3.7474e+00, 3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00,-2.2239e+03) (-2.2239e+00, 2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00,-1.1232e+03) (-1.1232e+00, 1.1232e+03) ( 2.0980e-02,-4.4690e+01) ( 2.0980e-02, 4.4690e+01) 
   24 (-2.1237e+03, 1.5499e+05) (-2.1237e+03,-1.5499e+05) (-4.0582e+02,-9.7758e+04) (-4.0582e+02, 9.7758e+04) (-1.0603e+03, 5.2902e+04) (-1.0603e+03,-5.2902e+04) (-2.2761e+01,-2.2761e+04) (-2.2761e+01, 2.2761e+04) (-2.1973e+01, 2.1973e+04) (-2.1973e+01,-2.1973e+04) (-1.9955e+01, 1.9955e+04) (-1.9955e+01,-1.9955e+04) (-1.7398e+01,-1.7398e+04) (-1.7398e+01, 1.7398e+04) (-1.4826e+01,-1.4826e+04) (-1.4826e+01, 1.4826e+04) (-1.2485e+01, 1.2485e+04) (-1.2485e+01,-1.2485e+04) (-1.0439e+01, 1.0439e+04) (-1.0439e+01,-1.0439e+04) (-8.6785e+00, 8.6785e+03) (-8.6785e+00,-8.6785e+03) (-7.1697e+00, 7.1697e+03) (-7.1697e+00,-7.1697e+03) (-5.8819e+00, 5.8819e+03) (-5.8819e+00,-5.8819e+03) (-4.9669e+00, 4.9669e+03) (-4.9669e+00,-4.9669e+03) (-3.7474e+00,-3.7474e+03) (-3.7474e+00, 3.7474e+03) (-2.9300e+00,-2.9300e+03) (-2.9300e+00, 2.9300e+03) (-2.2239e+00,-2.2239e+03) (-2.2239e+00, 2.2239e+03) (-1.6238e+00, 1.6238e+03) (-1.6238e+00,-1.6238e+03) (-1.1232e+00,-1.1232e+03) (-1.1232e+00, 1.1232e+03) (-1.7824e-01,-4.4743e+01) (-1.7824e-01, 4.4743e+01) 
